site,year,month,ppt,tmin,tmean,tmax,vpdmin,vpdmax,vpdmean
WT1,2020,12,35.76,-9.8,-2.9,4,1.25,6.53,3.89
WT1,2021,1,22.04,-9.4,-3.2,3,1.24,5.43,3.335
WT1,2021,2,34.52,-10.3,-3.6,3.1,1.19,5.87,3.53
WT1,2021,3,82.13,-7.9,-1.5,4.9,0.96,6.68,3.82
WT1,2021,4,31.38,-4.6,2.3,9.2,1.98,9.4,5.69
WT1,2021,5,170.04,1.3,7.8,14.3,1.47,11.78,6.625
WT1,2021,6,56.89,7.7,14.5,21.3,3.84,19.92,11.88
WT1,2021,7,118.97,9.2,16,22.7,1.83,17.4,9.615
WT1,2021,8,82.62,8.9,16,23.1,3.54,21.61,12.575
WT1,2021,9,18.94,6.9,14.3,21.7,3.81,20.7,12.255
WT1,2021,10,4.98,-0.3,6.5,13.2,2.2,10.82,6.51
WT2,1999,1,5.31,-3.6,2.6,8.7,1.95,8.96,5.455
WT2,1999,2,5.5,-3.5,4.5,12.5,2.35,12.48,7.415
WT2,1999,3,19.95,-1.6,5.9,13.5,1.85,13.12,7.485
WT2,1999,4,142.52,-0.8,5.9,12.6,1.64,11.53,6.585
WT2,1999,5,103.3,4.4,11.6,18.8,1.76,16.84,9.3
WT2,1999,6,28.02,9.9,17.5,25.2,3.62,24.72,14.17
WT2,1999,7,85.9,14.1,21.3,28.4,2.8,26.91,14.855
WT2,1999,8,89.43,13.4,20.3,27.2,2.29,24.02,13.155
WT2,1999,9,27.55,7.8,15.1,22.4,2.01,20.11,11.06
WT2,1999,10,30.36,3.1,11.6,20,3.36,20.7,12.03
WT2,1999,11,10.36,1.6,9.3,17,4.4,17.73,11.065
WT2,1999,12,24.57,-5,1.4,7.9,1.68,8.75,5.215
WT2,2000,1,12.32,-4.4,2.2,8.7,1.95,9.28,5.615
WT2,2000,2,7.53,-2.6,4.6,11.8,2.08,11.73,6.905
WT2,2000,3,81.15,-2,4.6,11.1,1.07,9.95,5.51
WT2,2000,4,37.52,1.5,9.5,17.5,2.17,17.21,9.69
WT2,2000,5,39.89,7.1,15.1,23.1,3.98,24.51,14.245
WT2,2000,6,27.56,10.5,18.5,26.4,3.32,27.3,15.31
WT2,2000,7,51.3,14.2,22.1,30.1,4.02,32.77,18.395
WT2,2000,8,52.17,14.3,22.4,30.6,4.28,34.57,19.425
WT2,2000,9,22.77,9.5,17.6,25.8,5.05,27.58,16.315
WT2,2000,10,34.88,3.7,10.5,17.3,2.3,15.28,8.79
WT2,2000,11,12,-6.4,0.1,6.5,1.34,7.37,4.355
WT2,2000,12,9.72,-7.2,-0.2,6.9,1.18,7.82,4.5
WT2,2001,1,15.92,-6.9,-0.8,5.3,1.34,7.21,4.275
WT2,2001,2,17.43,-5.4,1.2,7.7,1.13,7.97,4.55
WT2,2001,3,57.51,-3.2,3.2,9.6,0.61,8.48,4.545
WT2,2001,4,24.95,1.9,9.4,17,2.32,16.17,9.245
WT2,2001,5,83.05,6.2,13.5,20.7,1.89,19.01,10.45
WT2,2001,6,19.82,11.1,19.5,27.9,4.34,31.12,17.73
WT2,2001,7,62.91,14.7,22.7,30.8,4.71,34.85,19.78
WT2,2001,8,72.2,13.4,21.2,29.1,3.94,30.7,17.32
WT2,2001,9,17.97,10,18.1,26.3,4.67,28.49,16.58
WT2,2001,10,12.98,3.3,11.5,19.7,3.56,19.59,11.575
WT2,2001,11,20.02,-0.3,6.6,13.5,2.06,12.8,7.43
WT2,2001,12,9.89,-5.7,1.1,8,1.87,9.04,5.455
WT2,2002,1,15.01,-6.9,0,6.8,1.59,8.35,4.97
WT2,2002,2,13.15,-8,0.1,8.2,1.43,9.81,5.62
WT2,2002,3,19.93,-5.7,2.6,10.9,1.96,12.09,7.025
WT2,2002,4,3.88,2.5,10.6,18.7,3.34,19.03,11.185
WT2,2002,5,15.92,5.3,13.7,22.1,3.41,23.27,13.34
WT2,2002,6,14.4,13.1,21.7,30.3,6.54,37.7,22.12
WT2,2002,7,42.05,15.1,23.1,31,6.24,36.36,21.3
WT2,2002,8,12.66,13,21.4,29.8,5.05,33.81,19.43
WT2,2002,9,51.08,9.8,17.2,24.6,3.76,24.77,14.265
WT2,2002,10,34.34,1.2,8.5,15.8,1.68,14.37,8.025
WT2,2002,11,6.22,-3.3,3.7,10.6,1.72,10.44,6.08
WT2,2002,12,7.83,-5.8,0.8,7.3,1.74,8.26,5
WT2,2003,1,3.1,-3.7,3.4,10.4,1.68,10.24,5.96
WT2,2003,2,35.12,-8.2,-1.4,5.3,0.73,6.43,3.58
WT2,2003,3,103.39,-2.7,4.2,11,1.65,10.62,6.135
WT2,2003,4,34.18,2.1,9.5,16.9,2.39,16.35,9.37
WT2,2003,5,43.9,6,13.9,21.8,2.27,21.55,11.91
WT2,2003,6,47.23,8.5,16.3,24.1,2.15,21.98,12.065
WT2,2003,7,40.49,15,23.9,32.7,7.09,41.75,24.42
WT2,2003,8,54.28,13.6,21.9,30.2,4.71,34.33,19.52
WT2,2003,9,36.99,6.3,14.9,23.5,2.13,22.42,12.275
WT2,2003,10,12.83,4.1,12.9,21.7,3.62,22.79,13.205
WT2,2003,11,11.6,-3.1,3.9,10.9,1.66,10.71,6.185
WT2,2003,12,15.63,-5.6,1.9,9.5,1.65,9.96,5.805
WT2,2004,1,14.31,-6.1,0.6,7.4,1.54,8.28,4.91
WT2,2004,2,26.39,-7.9,-1.2,5.6,0.84,6.62,3.73
WT2,2004,3,15.71,-0.6,7.3,15.2,2.15,14.86,8.505
WT2,2004,4,152.22,1.3,7.9,14.6,1.66,12.93,7.295
WT2,2004,5,14.83,6.6,14.6,22.6,4.21,23.61,13.91
WT2,2004,6,40.58,9.1,17.2,25.3,3.14,25.21,14.175
WT2,2004,7,100.36,11.6,19.4,27.2,2.63,26.73,14.68
WT2,2004,8,40.88,10.7,18.6,26.6,2.61,26.14,14.375
WT2,2004,9,21.25,8.2,16.6,24.9,4.01,26.29,15.15
WT2,2004,10,18.8,2.9,10.6,18.3,2.07,16.68,9.375
WT2,2004,11,47.16,-3,3.1,9.1,1.28,8.57,4.925
WT2,2004,12,18.76,-6,1.1,8.2,1.52,8.88,5.2
WT2,2005,1,33.59,-4.2,2.3,8.8,1.36,8.88,5.12
WT2,2005,2,5.91,-4.9,1.5,7.9,1.14,7.73,4.435
WT2,2005,3,71.63,-3.9,3.3,10.5,1.09,10.31,5.7
WT2,2005,4,62.89,0.3,7.7,15.2,1.81,14.26,8.035
WT2,2005,5,22.66,5.6,13.1,20.6,2.47,19.73,11.1
WT2,2005,6,15.88,9.4,18.1,26.9,4.02,30.2,17.11
WT2,2005,7,18.15,13.4,22.6,31.7,5.25,40,22.625
WT2,2005,8,86.38,12.3,20.1,27.8,3.64,28.75,16.195
WT2,2005,9,31.97,10,18,25.9,4.25,27.53,15.89
WT2,2005,10,41.96,3.6,11.2,18.8,2.3,17.13,9.715
WT2,2005,11,9.69,-1.3,6.3,13.9,2.74,13.91,8.325
WT2,2005,12,14.07,-7.9,-0.6,6.6,1.51,8.27,4.89
WT2,2006,1,27.06,-4.1,2.7,9.5,2.24,9.84,6.04
WT2,2006,2,4.47,-8,0.1,8.1,1.45,9.62,5.535
WT2,2006,3,31.6,-3.1,3.9,11,1.9,10.88,6.39
WT2,2006,4,15.42,2.5,10.7,18.9,3.64,19.66,11.65
WT2,2006,5,20.39,6.5,14.5,22.5,3.69,23.43,13.56
WT2,2006,6,14.48,11.9,20.3,28.7,5.91,33.81,19.86
WT2,2006,7,135.91,14.3,21.5,28.8,3.9,30.03,16.965
WT2,2006,8,77.09,13,19.8,26.5,1.74,23.85,12.795
WT2,2006,9,33.66,6.2,13.4,20.6,1.76,18.02,9.89
WT2,2006,10,39.18,2.4,9.5,16.7,1.95,14.73,8.34
WT2,2006,11,9.45,-2,5.4,12.9,2,12.48,7.24
WT2,2006,12,45.17,-6.4,-0.2,6,1.25,7.02,4.135
WT2,2007,1,28.67,-10.5,-3.8,2.9,0.8,5.75,3.275
WT2,2007,2,14.95,-6.5,0.9,8.3,1.21,9.05,5.13
WT2,2007,3,19.69,-0.9,6.6,14.1,1.7,13.59,7.645
WT2,2007,4,110.57,-0.5,6.7,13.9,1.1,12.39,6.745
WT2,2007,5,88.06,5.2,12.6,19.9,1.32,17.18,9.25
WT2,2007,6,28.67,9.6,17.9,26.1,2.78,26.5,14.64
WT2,2007,7,95.06,13.6,21.3,28.9,3.13,29.03,16.08
WT2,2007,8,76.29,14,22,30,2.6,30.78,16.69
WT2,2007,9,17.87,9.5,17.4,25.3,2.67,24.67,13.67
WT2,2007,10,30.28,3.9,12.1,20.4,3.13,20.96,12.045
WT2,2007,11,8.49,-2.2,5.9,14,2.53,14.69,8.61
WT2,2007,12,34.72,-8.6,-1.8,5,0.95,6.39,3.67
WT2,2008,1,16.3,-9.3,-2.2,4.8,1.24,7.01,4.125
WT2,2008,2,21.65,-6.7,0.6,8,0.86,8.35,4.605
WT2,2008,3,53.11,-4.3,3,10.2,0.98,10.18,5.58
WT2,2008,4,23.35,-1.2,6.9,15,1.96,15.18,8.57
WT2,2008,5,28.76,5,12.5,20.1,2.98,19.99,11.485
WT2,2008,6,16.92,9.7,18.5,27.4,3.94,31.08,17.51
WT2,2008,7,25.63,13.8,22.1,30.4,4.28,34.8,19.54
WT2,2008,8,127.6,12.4,20,27.5,2.46,27.43,14.945
WT2,2008,9,4.27,8,15.7,23.4,2.53,21.04,11.785
WT2,2008,10,10.46,3.4,11.3,19.1,2.99,18.36,10.675
WT2,2008,11,5.49,-1.2,6.5,14.1,2.2,13.93,8.065
WT2,2008,12,38.83,-7.8,-0.8,6.2,1.02,7.24,4.13
WT2,2009,1,6.62,-5.5,1.7,8.9,1.84,9.8,5.82
WT2,2009,2,5.43,-4.2,3.5,11.1,1.77,11.36,6.565
WT2,2009,3,36.73,-2.5,5.4,13.3,2.51,13.67,8.09
WT2,2009,4,81.55,-0.2,7.3,14.8,1.62,14.22,7.92
WT2,2009,5,63.65,6.5,13.8,21.2,2.2,19.22,10.71
WT2,2009,6,29.54,9.9,17.2,24.5,2.97,23.78,13.375
WT2,2009,7,70.73,12.5,20.7,29,2.82,31.09,16.955
WT2,2009,8,30.3,12,20.1,28.3,3.37,29.84,16.605
WT2,2009,9,42.3,7.1,15.2,23.3,1.51,21.77,11.64
WT2,2009,10,87.37,-0.8,6.5,13.9,1.36,12.64,7
WT2,2009,11,16.06,-0.9,6.1,13.1,2.2,12.26,7.23
WT2,2009,12,16.7,-9.7,-3.3,3.1,1.04,6.05,3.545
WT2,2010,1,3.68,-6.6,0.4,7.4,1.46,8.12,4.79
WT2,2010,2,40.4,-8.7,-2.4,4,0.59,5.41,3
WT2,2010,3,127.09,-3.6,3.3,10.2,1.16,9.69,5.425
WT2,2010,4,50.66,1.7,8.8,15.9,2.13,14.53,8.33
WT2,2010,5,29.34,4.3,11.8,19.2,2.34,18.39,10.365
WT2,2010,6,16.63,11.9,20,28.1,4.58,31.47,18.025
WT2,2010,7,58.79,13.9,21.8,29.6,3.19,31.79,17.49
WT2,2010,8,74.54,13.1,20.9,28.7,2.63,28.5,15.565
WT2,2010,9,7.01,10.1,19,27.9,4.97,31.88,18.425
WT2,2010,10,8.89,4.3,12,19.8,3.1,18.88,10.99
WT2,2010,11,4.69,-3.5,4,11.5,1.98,11.75,6.865
WT2,2010,12,11.4,-4.7,2.4,9.5,1.52,9.25,5.385
WT2,2011,1,10,-8.1,-0.9,6.4,1.38,7.92,4.65
WT2,2011,2,31.87,-8.2,-0.9,6.5,1.62,9.19,5.405
WT2,2011,3,9.92,-1.2,6.6,14.4,2.21,14.56,8.385
WT2,2011,4,39.54,1.5,9.3,17,2.66,16.75,9.705
WT2,2011,5,38.67,4.4,11.7,19.1,2.91,18.89,10.9
WT2,2011,6,3.66,11.8,20.6,29.3,5.96,36.68,21.32
WT2,2011,7,49.02,15.3,23.4,31.6,4.67,37.12,20.895
WT2,2011,8,33.29,15.1,23,31,4.62,35.01,19.815
WT2,2011,9,31.23,9.9,17,24.1,4.24,23.44,13.84
WT2,2011,10,41.7,3.7,11.1,18.6,3.25,17.79,10.52
WT2,2011,11,21.88,-1.8,5.3,12.5,2.49,12.06,7.275
WT2,2011,12,55.7,-7.8,-0.7,6.3,1.16,7.49,4.325
WT2,2012,1,4.43,-4,3.2,10.4,2.08,10.55,6.315
WT2,2012,2,17.9,-6.3,0.2,6.8,1.18,7.5,4.34
WT2,2012,3,13.73,-1.3,7.4,16.1,2.72,17.25,9.985
WT2,2012,4,77.69,3.5,10.9,18.3,2.46,17.63,10.045
WT2,2012,5,40.67,6.8,14.4,22.1,3.5,22.76,13.13
WT2,2012,6,4.44,13.6,22,30.3,7.58,37.41,22.495
WT2,2012,7,48.1,15.6,23.1,30.7,5.72,35.28,20.5
WT2,2012,8,28.36,13.7,21.7,29.7,4.59,34.02,19.305
WT2,2012,9,31.21,9.5,17.2,24.9,3.45,26.14,14.795
WT2,2012,10,7.38,2.5,10.5,18.5,3.11,18.71,10.91
WT2,2012,11,3.69,-0.2,7.7,15.5,3.24,15.8,9.52
WT2,2012,12,20.07,-6,1.2,8.4,1.83,9.58,5.705
WT2,2013,1,5.66,-7.2,-0.2,6.9,1.7,9,5.35
WT2,2013,2,25.47,-7.6,-0.5,6.6,1.02,7.72,4.37
WT2,2013,3,36.16,-3.9,3.8,11.6,1.63,11.66,6.645
WT2,2013,4,26.18,-1.7,6,13.7,1.59,13.65,7.62
WT2,2013,5,42.6,5.5,12.7,20,3.12,20.31,11.715
WT2,2013,6,3.56,12,20.5,29,6.42,35.95,21.185
WT2,2013,7,89.25,13.8,21.2,28.7,3.02,29.47,16.245
WT2,2013,8,76.77,13.8,21.2,28.6,3.87,29.23,16.55
WT2,2013,9,93.44,11.6,18.3,25,3.55,23.14,13.345
WT2,2013,10,29.96,2.2,9.5,16.8,2.04,15.84,8.94
WT2,2013,11,30.11,-2.3,4.4,11.1,1.58,10.8,6.19
WT2,2013,12,9.69,-7,-0.3,6.5,1.51,8.51,5.01
WT2,2014,1,12.08,-6.4,1,8.4,1.75,9.41,5.58
WT2,2014,2,14.34,-7.5,0.1,7.7,1.03,9.19,5.11
WT2,2014,3,79.38,-3,4.7,12.4,1.89,12.34,7.115
WT2,2014,4,56.52,1.1,8.2,15.4,1.99,14.62,8.305
WT2,2014,5,62.82,5.6,12.6,19.7,2.94,18.88,10.91
WT2,2014,6,10.54,11,19.2,27.4,4.21,30.65,17.43
WT2,2014,7,127.98,13.7,21,28.2,3.19,28.09,15.64
WT2,2014,8,32.32,12.6,19.8,26.9,3.32,25.63,14.475
WT2,2014,9,17.05,9.9,17.5,25,3.56,24.18,13.87
WT2,2014,10,39,4.5,12,19.6,3.27,18.23,10.75
WT2,2014,11,11.93,-3.8,3.4,10.6,2.08,11.47,6.775
WT2,2014,12,17.58,-5.6,1.2,8,1.48,8.88,5.18
WT2,2015,1,8.01,-5.1,1.4,7.9,1.35,8.32,4.835
WT2,2015,2,62.56,-4.9,1.9,8.8,1.63,9.89,5.76
WT2,2015,3,35.65,-1.5,5.8,13.1,1.83,12.93,7.38
WT2,2015,4,81.58,2,8.8,15.6,2.47,14.57,8.52
WT2,2015,5,171.35,5.4,11,16.6,0.92,11.79,6.355
WT2,2015,6,47.69,12.6,19.8,26.9,3.04,26.15,14.595
WT2,2015,7,62.07,14,20.6,27.3,3.37,25.77,14.57
WT2,2015,8,58.73,13.7,21.4,29.2,4.28,31.2,17.74
WT2,2015,9,9.89,11.7,19.6,27.4,4.13,29.5,16.815
WT2,2015,10,48.31,6.4,13.2,20.1,2.26,17.37,9.815
WT2,2015,11,17.97,-1.8,5.3,12.3,2.64,12.94,7.79
WT2,2015,12,7.43,-5.5,1,7.5,1.68,8.83,5.255
WT2,2016,1,11.16,-5.2,1.1,7.3,1.63,8.36,4.995
WT2,2016,2,28.6,-4.1,3.4,10.8,1.8,11.47,6.635
WT2,2016,3,16.72,-1.8,5.9,13.5,2.13,13.65,7.89
WT2,2016,4,145.9,1.2,7.9,14.6,1.96,13.56,7.76
WT2,2016,5,45.72,4.8,11.7,18.6,2.05,16.98,9.515
WT2,2016,6,21.26,12.8,20.7,28.6,4.85,31.42,18.135
WT2,2016,7,41.12,14.7,22.7,30.7,4.77,35.44,20.105
WT2,2016,8,56.82,12.4,19.9,27.3,3.35,27.25,15.3
WT2,2016,9,8.41,10.2,18.1,26,4.39,27.05,15.72
WT2,2016,10,4.2,5.9,14.1,22.4,4.98,23.36,14.17
WT2,2016,11,1.85,-1.3,7.1,15.6,2.01,14.96,8.485
WT2,2016,12,12.45,-6.9,0.3,7.5,1.34,9.02,5.18
WT2,2017,1,20.2,-5.5,0.2,6,1.29,7.04,4.165
WT2,2017,2,8.2,-1.8,5.3,12.4,2.56,12.77,7.665
WT2,2017,3,40.44,0.2,8.1,16.1,2.55,15.86,9.205
WT2,2017,4,150.57,1.8,8.6,15.4,2.04,14.41,8.225
WT2,2017,5,169.77,4.7,11.7,18.6,1.92,16.3,9.11
WT2,2017,6,15.11,11.9,19.7,27.5,4.4,29.89,17.145
WT2,2017,7,110.17,14,21.4,28.8,3.84,28.87,16.355
WT2,2017,8,71.96,12.3,19.3,26.3,2.61,23.58,13.095
WT2,2017,9,53.15,10.3,16.8,23.3,3.46,21.69,12.575
WT2,2017,10,17.87,3,10.7,18.3,3.06,17.36,10.21
WT2,2017,11,13.7,1.2,8.4,15.7,2.58,15.02,8.8
WT2,2017,12,4.8,-5.4,2.5,10.4,1.74,11.38,6.56
WT2,2018,1,5.22,-4.8,2.6,10,2.33,10.73,6.53
WT2,2018,2,18.68,-6.3,1.1,8.4,1.18,9.13,5.155
WT2,2018,3,30.37,-1.9,6,14,2.26,13.98,8.12
WT2,2018,4,21.15,0.4,8.4,16.4,2.41,15.97,9.19
WT2,2018,5,13.64,8.4,16.1,23.8,3.5,25.28,14.39
WT2,2018,6,3.96,13.5,21.9,30.3,7.3,38.64,22.97
WT2,2018,7,70.39,14.9,22.6,30.3,4.65,34.26,19.455
WT2,2018,8,47.84,13,20.3,27.6,3.54,27.16,15.35
WT2,2018,9,34.22,11.3,18.8,26.3,5.1,28.32,16.71
WT2,2018,10,59.86,3,9.4,15.7,1.65,13.77,7.71
WT2,2018,11,20.3,-3.7,2.8,9.3,1.36,8.98,5.17
WT2,2018,12,13.44,-6.3,0.5,7.3,1.48,8.33,4.905
WT2,2019,1,20.62,-5.8,0.7,7.1,1.4,8,4.7
WT2,2019,2,17.59,-6.8,0.5,7.8,1.39,9.2,5.295
WT2,2019,3,42.41,-3.4,3.5,10.4,1.03,10.06,5.545
WT2,2019,4,38.36,2,9.1,16.2,2.19,14.98,8.585
WT2,2019,5,72.54,3.7,10.3,16.8,1.73,14.47,8.1
WT2,2019,6,18.73,9.6,17.6,25.6,3.79,26.24,15.015
WT2,2019,7,91.62,14.5,22.4,30.4,4.74,34.56,19.65
WT2,2019,8,32.42,14.3,22.4,30.4,3.75,34.51,19.13
WT2,2019,9,5.82,12.4,20.1,27.9,4.46,31.03,17.745
WT2,2019,10,57.19,-0.6,7.8,16.2,2.28,17.3,9.79
WT2,2019,11,15.49,-3.2,4.2,11.7,1.3,11.34,6.32
WT2,2019,12,19.71,-3.8,2.4,8.5,1.89,9.16,5.525
WT2,2020,1,6.66,-5,1.5,8.1,1.69,8.57,5.13
WT2,2020,2,36.42,-7.9,-1.1,5.7,1,7.23,4.115
WT2,2020,3,22.96,-0.8,6.1,13.1,1.89,12.46,7.175
WT2,2020,4,11.77,-0.5,7.4,15.4,2.07,15.19,8.63
WT2,2020,5,30.15,6.4,14.7,22.9,2.62,23.33,12.975
WT2,2020,6,16.54,12.9,20.6,28.4,6.99,33.42,20.205
WT2,2020,7,48.6,15,22.8,30.6,5.24,36.2,20.72
WT2,2020,8,33.91,15.3,23.6,31.9,6.23,40.52,23.375
WT2,2020,9,40.69,9.6,17.2,24.8,5.93,28.08,17.005
WT2,2020,10,50.35,2.2,10.8,19.5,4.19,21.44,12.815
WT2,2020,11,11.33,0.6,7.6,14.6,3.42,14.56,8.99
WT2,2020,12,21.55,-3.9,2.3,8.6,2.4,9.83,6.115
WT2,2021,1,12.48,-5.2,0.8,6.9,1.66,7.7,4.68
WT2,2021,2,17.51,-8.1,-1.2,5.7,1.25,7.98,4.615
WT2,2021,3,76.24,-2.5,3.9,10.3,1.74,10.46,6.1
WT2,2021,4,31.4,0.3,7.8,15.3,3.31,15.57,9.44
WT2,2021,5,149.08,6.2,12.6,19.1,1.92,17.08,9.5
WT2,2021,6,41.96,12.2,19.9,27.7,5.37,30.98,18.175
WT2,2021,7,85.35,14.3,21.9,29.4,4.37,30.02,17.195
WT2,2021,8,55.22,14.7,22.3,30,6.58,34.9,20.74
WT2,2021,9,13.73,11.3,19.7,28.1,5.51,32.67,19.09
WT2,2021,10,4.86,2.8,10.8,18.9,3.3,17.97,10.635
